FBG1,FBG2,FBG3,Strain,Temperature,Delta_FBG1,Delta_FBG2,Delta_FBG3
0.375582953,0.09398194,0.578280141,3.874214953,3.18099009,-0.13639703474099996,-0.40024293045000003,0.08480541460000002
0.035942274,0.465598018,0.542644635,4.208250497,3.274386144,-0.47603771374099996,-0.028626852450000018,0.049169908600000034
0.286541252,0.590833261,0.03050025,2.527505949,2.017745147,-0.22543873574099993,0.09660839054999998,-0.4629744764
0.037348189,0.822600561,0.360190641,4.320010487,3.472789602,-0.474631798741,0.32837569055,-0.13328408540000003
0.127060513,0.52224326,0.769993553,5.592442004,4.53740314,-0.38491947474099997,0.028018389549999967,0.27651882660000004
0.215821027,0.622890476,0.085347465,2.657996702,2.180986024,-0.29615896074099995,0.12866560555,-0.4081272614
0.051681721,0.531354632,0.540635122,4.308983754,3.520685089,-0.46029826674099994,0.03712976154999997,0.04716039559999996
0.637429901,0.726091334,0.975852079,8.249211981,6.549267967,0.125449913259,0.23186646355,0.48237735260000003
0.516300348,0.322956473,0.795186195,5.97068326,4.749821016,0.004320360259000067,-0.17126839745,0.3017114686
0.270832251,0.438971421,0.078456381,2.179284672,1.76144169,-0.24114773674099993,-0.05525344945000005,-0.4150183454
0.025350743,0.962648415,0.835980121,7.18675254,5.495622765,-0.48662924474099994,0.46842354454999996,0.34250539459999996
0.695974206,0.408952944,0.17329432,3.634003461,2.964818153,0.1839942182590001,-0.08527192645000004,-0.3201804064
0.156437043,0.250242898,0.549226665,3.751730779,3.166046434,-0.35554294474099996,-0.24398197245000003,0.05575193859999994
0.714595923,0.660197377,0.279933897,4.83339391,3.804492841,0.202615935259,0.16597250655,-0.21354082940000002
0.954865281,0.737896917,0.554354053,6.945160085,5.496338328,0.44288529325900006,0.24367204655000002,0.06087932659999995
0.611720746,0.419600062,0.24773099,3.768096854,2.840339799,0.09974075825900008,-0.07462480845000002,-0.2457437364
0.355972679,0.75784611,0.014393489,3.065046659,2.655720536,-0.15600730874099994,0.26362123955,-0.4790812374
0.116072641,0.046002642,0.040728802,0.648065461,0.641759645,-0.3959073467409999,-0.44822222845000004,-0.4527459244
0.855460584,0.703657859,0.474173829,6.240988787,4.954700214,0.34348059625900007,0.20943298854999998,-0.019300897400000017
0.097834161,0.491615875,0.473471771,3.914108558,3.372031076,-0.414145826741,-0.00260899545000004,-0.020002955400000022
0.17320187,0.433851649,0.398504734,3.727397966,2.955979543,-0.338778117741,-0.060373221450000014,-0.09496999239999998
0.615850098,0.635093651,0.04530401,3.452230281,2.559052769,0.10387011025900006,0.14086878055000002,-0.4481707164
0.374612615,0.625859916,0.503136259,5.066157659,4.097931409,-0.13736737274099997,0.13163504555,0.009661532600000022
0.856489841,0.658693632,0.162934427,4.507526496,3.596399346,0.3445098532590001,0.16446876154999995,-0.3305402994
0.070568747,0.642419278,0.026511311,2.269284781,1.772491787,-0.44141124074099997,0.14819440754999996,-0.4669634154
0.585775581,0.940230241,0.575474178,6.848681394,5.509270359,0.07379559325900009,0.44600537054999995,0.0819994516
0.388169926,0.643288218,0.45825289,5.104766765,4.014347042,-0.12381006174099995,0.14906334755,-0.035221836399999984
0.545616789,0.941464809,0.386102638,6.082528443,4.708409907,0.03363680125900004,0.44723993854999994,-0.10737208840000001
0.961190564,0.905350642,0.195791135,5.538790124,4.493552839,0.44921057625900007,0.41112577155,-0.2976835914
0.069361301,0.100778001,0.018221826,0.394061274,0.322813751,-0.44261868674099997,-0.39344686945,-0.4752529004
0.094442961,0.683006773,0.071188648,2.624231344,2.062234354,-0.41753702674099996,0.18878190255,-0.4222860784
0.31897563,0.844875311,0.023271936,3.361093123,2.555281039,-0.19300435774099994,0.35065044055,-0.4702027904
0.814468483,0.281854775,0.118164828,3.04223879,2.496780526,0.302488495259,-0.21237009545000002,-0.3753098984
0.696737165,0.628942847,0.877472014,7.812989005,5.916786225,0.1847571772590001,0.13471797655,0.38399728759999996
0.735071044,0.80348093,0.282034573,5.156897162,4.354806216,0.22309105625900005,0.30925605954999996,-0.2114401534
0.177439544,0.750614752,0.806834739,6.710188901,5.508670092,-0.33454044374099995,0.25638988155000003,0.3133600126
0.990505142,0.412617677,0.372018086,5.018367662,3.97515619,0.478525154259,-0.08160719345,-0.12145664039999998
0.776412961,0.34080354,0.930757326,7.400960961,5.479343885,0.26443297325900006,-0.15342133045,0.43728259960000004
0.858412752,0.428994027,0.750871068,6.95741446,5.327457411,0.34643276425900005,-0.06523084345000002,0.2573963416
0.754542874,0.103123869,0.902552907,6.254556229,4.993417194,0.24256288625900002,-0.39110100145000004,0.4090781806
0.505252372,0.826457466,0.320049601,5.035169435,4.003160806,-0.006727615741000004,0.33223259555,-0.1734251254
0.895523228,0.389201679,0.010837651,3.098798539,2.308117806,0.383543240259,-0.10502319145,-0.4826370754
0.905381976,0.091286677,0.319313638,3.642479106,3.016563727,0.3934019882590001,-0.40293819345000004,-0.1741610884
0.950061967,0.950607147,0.573437888,7.614593694,6.161855087,0.43808197925900005,0.45638227655,0.07996316159999994
0.631837212,0.448445522,0.293210772,4.077603691,3.149256299,0.11985722425900003,-0.045779348450000035,-0.2002639544
0.328664545,0.672518456,0.752374529,6.244789791,5.024031159,-0.18331544274099998,0.17829358555000002,0.2588998026
0.791579044,0.789618143,0.091206103,4.406659256,3.493536603,0.27959905625900006,0.29539327255,-0.4022686234
0.494420305,0.05755876,0.549528882,3.840188524,3.062297208,-0.01755968274099995,-0.43666611045000003,0.056054155600000044
0.441530501,0.887704183,0.350915013,5.251436332,4.334836178,-0.07044948674099993,0.39347931254999996,-0.1425597134
0.117067016,0.142991682,0.761510632,4.615025438,3.525590585,-0.39491297174099993,-0.35123318845,0.2680359056
0.618218063,0.101122676,0.084106806,1.834687496,1.567710967,0.10623807525900009,-0.39310219445000005,-0.40936792040000003
0.700969131,0.072763006,0.821860059,5.810848097,4.714316854,0.18898914325900007,-0.42146186445,0.3283853326
0.706242227,0.081348781,0.084837714,2.052823074,1.683636251,0.194262239259,-0.41287608945000004,-0.4086370124
0.986639579,0.374270796,0.370642147,4.921326263,3.893396095,0.47465959125900004,-0.11995407445,-0.12283257940000003
0.812799567,0.947248577,0.986001064,9.476387375,7.513010003,0.30081957925900005,0.45302370654999996,0.4925263376
0.753378185,0.376259586,0.083500717,3.08704384,2.369051795,0.24139819725900002,-0.11796528445000004,-0.4099740094
0.777146916,0.55840425,0.424222009,5.407677927,4.376683126,0.265166928259,0.06417937955000003,-0.0692527174
0.906354385,0.111197482,0.492625104,4.706245205,3.545294356,0.39437439725900003,-0.38302738845,-0.0008496224000000274
0.011353645,0.468660642,0.056303276,1.677074756,1.418417446,-0.5006263427409999,-0.025564228450000004,-0.4371714504
0.118817916,0.117526247,0.649210302,3.77504241,3.07400349,-0.39316207174099993,-0.37669862345000005,0.15573557559999995
0.746044879,0.583368765,0.962172548,7.944543744,6.376001006,0.2340648912590001,0.08914389454999999,0.46869782159999995
0.37487058,0.285712086,0.868599128,5.867332006,4.613736043,-0.13710940774099994,-0.20851278445000004,0.37512440160000005
0.223595839,0.963222539,0.012154475,3.692541111,2.824365456,-0.28838414874099993,0.46899766854999997,-0.4813202514
0.969878827,0.043159912,0.891143114,6.649420916,5.121190078,0.4578988392590001,-0.45106495845,0.3976683876
0.527701109,0.992964796,0.073796565,4.268171994,3.61917396,0.015721121259000048,0.49873992554999996,-0.4196781614
0.553854284,0.969302536,0.523097844,6.498859601,5.293069112,0.04187429625900008,0.47507766555000003,0.029623117600000026
0.629398638,0.695748689,0.454541065,5.666935273,4.623716069,0.117418650259,0.20152381854999996,-0.038933661399999986
0.62755808,0.584314312,0.90115801,7.568575628,5.919077564,0.11557809225900006,0.09008944154999993,0.40768328359999995
0.04544638,0.28096319,0.950411484,5.740728133,4.743427509,-0.46653360774099994,-0.21326168045000005,0.45693675759999997
0.890263784,0.455656753,0.620132598,6.222665236,4.780304298,0.378283796259,-0.038568117449999995,0.12665787159999997
0.277381183,0.18812116,0.463698405,3.425072444,2.7846453,-0.23459880474099998,-0.30610371045,-0.029776321400000028
0.353352228,0.583656112,0.077734637,2.879133929,2.347650238,-0.15862775974099996,0.08943124154999998,-0.4157400894
0.974394808,0.986210744,0.698161714,8.406819719,6.640210222,0.46241482025900005,0.49198587354999995,0.20468698760000004
0.536096366,0.309527616,0.81379502,5.847820643,4.875583063,0.024116378259000038,-0.18469725445000001,0.32032029360000003
0.684731173,0.162616939,0.910927184,6.388969123,5.205299712,0.17275118525900002,-0.33160793145,0.41745245759999994
0.822537243,0.949799913,0.725719508,8.037931124,6.289501797,0.310557255259,0.45557504255,0.23224478159999995
0.613415196,0.418243036,0.932728483,7.162723059,5.746918799,0.1014352082590001,-0.07598183445000001,0.4392537566
0.86606389,0.04521867,0.026366974,2.298144562,1.268283325,0.354083902259,-0.44900620045,-0.4671077524
0.376463367,0.810553331,0.987276129,8.157715539,6.443616414,-0.13551662074099996,0.31632846055,0.49380140259999994
0.150416891,0.594130715,0.380890857,3.956327243,3.397432188,-0.36156309674099996,0.09990584455000001,-0.11258386939999998
0.969914398,0.842118923,0.838328705,8.750009239,6.85530552,0.45793441025900006,0.34789405255,0.3448539786
0.46869316,0.414819502,0.273407072,3.597148975,2.716328787,-0.043286827740999956,-0.07940536845000001,-0.22006765440000003
0.056375497,0.864722376,0.812901009,6.813432617,5.478179449,-0.45560449074099996,0.37049750555,0.31942628259999994
0.999717673,0.996636837,0.555431706,7.827189445,6.419686059,0.4877376852590001,0.50241196655,0.06195697960000002
0.768987415,0.94476573,0.849647391,8.82616333,6.730816785,0.25700742725900005,0.45054085954999995,0.35617266459999997
0.247348102,0.450544135,0.129159415,2.379036842,1.90888916,-0.26463188574099994,-0.04368073545000001,-0.3643153114
0.954051027,0.606174634,0.228642806,4.917203193,4.010827517,0.44207103925900004,0.11194976355000003,-0.26483192040000003
0.671700684,0.61812824,0.358162718,4.895961567,4.171292734,0.1597206962590001,0.12390336954999998,-0.13531200840000002
0.113557592,0.671573196,0.520307701,4.89892454,3.920157058,-0.39842239574099997,0.17734832554999996,0.026832974600000004
0.772318392,0.520163501,0.8521815,7.274166137,5.743707071,0.260338404259,0.025938630549999953,0.35870677360000003
0.551906839,0.560937972,0.876653603,7.128158924,5.946403948,0.039926851259000085,0.06671310154999993,0.38317887659999994
0.403482866,0.134015228,0.028782676,1.323415808,1.214837315,-0.10849712174099996,-0.36020964245000003,-0.4646920504
0.755137256,0.620309551,0.704079768,6.989183678,5.567693533,0.24315726825900008,0.12608468054999994,0.21060504160000004
0.212964162,0.136371476,0.014544666,0.999611523,0.637313359,-0.29901582574099994,-0.35785339445000003,-0.4789300604
0.350587559,0.589917687,0.392244045,4.307576666,3.564748802,-0.16139242874099996,0.09569281655,-0.10123068140000002
0.437474922,0.904158694,0.348255467,5.334196674,4.293594979,-0.07450506574099997,0.40993382355,-0.14521925940000002
0.513989489,0.783653013,0.396542782,5.290693943,4.349373025,0.0020095012590000128,0.28942814255,-0.09693194440000003
0.6220867,0.862363709,0.949520624,8.453017154,7.032221961,0.11010671225900004,0.36813883855,0.4560458976
0.147073481,0.926587625,0.492116293,5.512789598,4.593486161,-0.36490650674099995,0.43236275455,-0.0013584334000000253
0.258244388,0.459135756,0.980032575,6.763210643,5.347598666,-0.25373559974099996,-0.035089114450000014,0.48655784859999995
0.492618094,0.32875161,0.633400854,5.381166939,4.232059229,-0.019361893740999947,-0.16547326045,0.1399261276
0.240145619,0.075863328,0.128879722,1.395575814,1.09670885,-0.271834368741,-0.41836154245,-0.36459500440000003
0.128045839,0.151902694,0.138827173,1.268173872,1.195840762,-0.38393414874099996,-0.34232217645,-0.3546475534
0.640874745,0.181880084,0.345667283,3.499248759,2.945335547,0.12889475725900001,-0.31234478645,-0.14780744340000002
0.89678841,0.47396164,0.667557739,6.655388763,5.089159645,0.384808422259,-0.020263230450000003,0.17408301260000003
0.172319871,0.192289019,0.040868616,1.334694157,0.899094261,-0.33966011674099994,-0.30193585145,-0.4526061104
0.168935063,0.278590339,0.177010484,1.900095233,1.604774924,-0.34304492474099996,-0.21563453145,-0.31646424240000004
0.088702534,0.120635871,0.460778768,2.655214082,2.120972608,-0.42327745374099995,-0.37358899945,-0.0326959584
0.206333718,0.364269861,0.503417271,4.209659892,3.268515311,-0.30564626974099995,-0.12995500945000005,0.009942544599999992
0.690394829,0.03931214,0.799410399,5.534739489,4.582669843,0.1784148412590001,-0.45491273045,0.3059356726
0.627900389,0.081759032,0.873578624,5.782141722,4.456554886,0.11592040125900005,-0.41246583845,0.38010389759999996
0.920872401,0.06107796,0.276877648,3.46282983,2.638286032,0.40889241325900005,-0.43314691045000003,-0.21659707840000003
0.80620128,0.74825969,0.184521019,4.516211954,3.882089517,0.29422129225900007,0.25403481955,-0.3089537074
0.209349323,0.370472103,0.484522985,3.953067432,3.190604003,-0.302630664741,-0.12375276745000002,-0.00895174139999999
0.618254772,0.36891364,0.462534716,4.68870616,3.688492316,0.10627478425900005,-0.12531123045000003,-0.030940010399999995
0.747470938,0.036683203,0.252436944,2.959603221,2.092740555,0.23549095025900002,-0.45754166745,-0.2410377824
0.713349586,0.895206838,0.511677442,6.5693173,5.378029916,0.20136959825900003,0.40098196755,0.018202715599999975
0.532113485,0.107172011,0.447412367,3.631373555,2.780073326,0.020133497259000044,-0.38705285945,-0.04606235940000003
0.532617266,0.242470504,0.269243231,3.046319736,2.263082912,0.02063727825900008,-0.25175436645000004,-0.22423149539999998
0.377284163,0.020071198,0.322079166,2.450716123,2.023880123,-0.13469582474099995,-0.47415367245,-0.17139556040000004
0.211448007,0.327497352,0.119762132,1.914664097,1.7108025,-0.30053198074099996,-0.16672751845,-0.37371259440000004
0.890527281,0.593592454,0.679102319,6.916533434,5.541347429,0.37854729325900005,0.09936758355000003,0.18562759259999995
0.789171239,0.498442199,0.086920288,3.408688975,2.800450976,0.277191251259,0.004217328549999955,-0.4065544384
0.537106542,0.586841118,0.745439474,6.627047433,5.361952306,0.02512655425900001,0.09261624755000003,0.2519647476
0.431659546,0.127580303,0.283775906,2.750784642,2.123977665,-0.08032044174099995,-0.36664456745,-0.20969882039999999
0.363082296,0.645917241,0.570778305,5.494345783,4.532931522,-0.14889769174099993,0.15169237055,0.07730357860000003
0.356096726,0.986515249,0.605774819,6.704437094,5.393784268,-0.15588326174099998,0.49229037854999996,0.11230009259999996
0.237226792,0.101782473,0.152859139,1.399237556,1.3529313,-0.274753195741,-0.39244239745000004,-0.3406155874
0.245957728,0.160681373,0.186567024,1.876827032,1.548986695,-0.26602225974099997,-0.33354349745,-0.3069077024
0.285095169,0.173373595,0.896765425,5.569117785,4.467543634,-0.22688481874099997,-0.32085127545000003,0.4032906986
0.080233746,0.52451139,0.410396827,4.048065104,2.946210292,-0.43174624174099996,0.03028651955,-0.08307789939999999
0.982378617,0.112038902,0.397855599,4.178955233,3.373783162,0.470398629259,-0.38218596845,-0.0956191274
0.969470433,0.865507126,0.817072071,8.767240323,6.803066257,0.45749044525900007,0.37128225555,0.3235973446
0.257902827,0.170887587,0.66864322,4.471370393,3.424817816,-0.25407716074099995,-0.32333728345,0.17516849359999997
0.929375989,0.556762893,0.571612689,6.415167745,4.990884411,0.417396001259,0.06253802255000002,0.07813796259999994
0.279979094,0.769492933,0.187043749,3.979517778,2.985252475,-0.23200089374099997,0.27526806254999997,-0.3064309774
0.323679236,0.425436439,0.507610379,4.498930229,3.792028606,-0.18830075174099997,-0.06878843145000002,0.014135652599999937
0.242409732,0.114836825,0.610620042,3.921346071,3.226320736,-0.26957025574099996,-0.37938804545000004,0.11714531559999997
0.288630553,0.581238221,0.154362715,3.087477282,2.695528995,-0.22334943474099994,0.08701335054999998,-0.3391120114
0.481140102,0.532589433,0.051823537,2.941523074,2.138188379,-0.03083988574099994,0.038364562549999925,-0.44165118940000003
0.336604278,0.134414677,0.06337497,1.502974363,1.101568367,-0.17537570974099997,-0.35981019345,-0.4300997564
0.989960232,0.322353845,0.809874446,6.9337865,5.400971982,0.4779802442590001,-0.17187102545,0.3163997196
0.254640655,0.681502722,0.76022786,6.223004056,5.05705974,-0.25733933274099996,0.18727785154999993,0.26675313359999997
0.595638741,0.471576189,0.411840914,4.644912554,3.627949541,0.08365875325900007,-0.02264868145000004,-0.0816338124
0.348868267,0.929529144,0.830619408,7.559417148,6.293561292,-0.16311172074099994,0.43530427354999995,0.3371446816
0.965026911,0.124297223,0.730867475,5.95093041,4.642130358,0.4530469232590001,-0.36992764745,0.23739274860000004
0.938340457,0.181233066,0.066496267,2.876605262,2.233416353,0.42636046925900006,-0.31299180445,-0.4269784594
0.741120649,0.574473113,0.841828777,7.369074356,5.975590953,0.229140661259,0.08024824255000002,0.3483540506
0.139772377,0.795267312,0.20162732,3.669200951,3.2347,-0.37220761074099995,0.30104244155,-0.2918474064
0.163655943,0.164265798,0.81457472,4.898785154,3.766502868,-0.348324044741,-0.32995907245,0.32109999359999997
0.665197221,0.523065425,0.358830484,4.778586225,3.866704653,0.15321723325900005,0.028840554549999953,-0.1346442424
0.877200541,0.392445107,0.816599439,6.790044668,5.677955425,0.36522055325900005,-0.10177976345,0.3231247126
